INFO [2024-10-07 14:38:37] [MAIN] - Creating WorldT20B5 w hurdles 1 study...

INFO [2024-10-07 14:38:38] [MAIN] - Initializing output folder...
INFO [2024-10-07 14:38:39] [MAIN] - Unit commitment mode : ACCURATE
INFO [2024-10-07 14:38:39] [MAIN] - Adding nodes...

INFO [2024-10-07 14:38:40] [NODES] - Adding af-ago node...
INFO [2024-10-07 14:38:40] [NODES] - Adding af-bdi node...
INFO [2024-10-07 14:38:40] [NODES] - Adding af-ben node...
INFO [2024-10-07 14:38:41] [NODES] - Adding af-bfa node...
INFO [2024-10-07 14:38:41] [NODES] - Adding af-bwa node...
INFO [2024-10-07 14:38:41] [NODES] - Adding af-caf node...
INFO [2024-10-07 14:38:41] [NODES] - Adding af-civ node...
INFO [2024-10-07 14:38:41] [NODES] - Adding af-cmr node...
INFO [2024-10-07 14:38:41] [NODES] - Adding af-cod node...
INFO [2024-10-07 14:38:42] [NODES] - Adding af-cog node...
INFO [2024-10-07 14:38:42] [NODES] - Adding af-cpv node...
INFO [2024-10-07 14:38:42] [NODES] - Adding af-dji node...
INFO [2024-10-07 14:38:42] [NODES] - Adding af-dza node...
INFO [2024-10-07 14:38:42] [NODES] - Adding af-egy node...
INFO [2024-10-07 14:38:43] [NODES] - Adding af-eri node...
INFO [2024-10-07 14:38:43] [NODES] - Adding af-esh node...
INFO [2024-10-07 14:38:43] [NODES] - Adding af-eth node...
INFO [2024-10-07 14:38:43] [NODES] - Adding af-gab node...
INFO [2024-10-07 14:38:44] [NODES] - Adding af-gha node...
INFO [2024-10-07 14:38:44] [NODES] - Adding af-gin node...
INFO [2024-10-07 14:38:44] [NODES] - Adding af-gmb node...
INFO [2024-10-07 14:38:44] [NODES] - Adding af-gnb node...
INFO [2024-10-07 14:38:45] [NODES] - Adding af-gnq node...
INFO [2024-10-07 14:38:45] [NODES] - Adding af-ken node...
INFO [2024-10-07 14:38:45] [NODES] - Adding af-lbr node...
INFO [2024-10-07 14:38:46] [NODES] - Adding af-lby node...
INFO [2024-10-07 14:38:46] [NODES] - Adding af-lso node...
INFO [2024-10-07 14:38:46] [NODES] - Adding af-mar node...
INFO [2024-10-07 14:38:46] [NODES] - Adding af-mdg node...
INFO [2024-10-07 14:38:47] [NODES] - Adding af-mli node...
INFO [2024-10-07 14:38:47] [NODES] - Adding af-moz node...
INFO [2024-10-07 14:38:47] [NODES] - Adding af-mrt node...
INFO [2024-10-07 14:38:47] [NODES] - Adding af-mus node...
INFO [2024-10-07 14:38:48] [NODES] - Adding af-mwi node...
INFO [2024-10-07 14:38:48] [NODES] - Adding af-nam node...
INFO [2024-10-07 14:38:48] [NODES] - Adding af-ner node...
INFO [2024-10-07 14:38:49] [NODES] - Adding af-nga node...
INFO [2024-10-07 14:38:49] [NODES] - Adding af-rwa node...
INFO [2024-10-07 14:38:49] [NODES] - Adding af-sdn node...
INFO [2024-10-07 14:38:50] [NODES] - Adding af-sen node...
INFO [2024-10-07 14:38:50] [NODES] - Adding af-sle node...
INFO [2024-10-07 14:38:50] [NODES] - Adding af-swz node...
INFO [2024-10-07 14:38:51] [NODES] - Adding af-tgo node...
INFO [2024-10-07 14:38:51] [NODES] - Adding af-tun node...
INFO [2024-10-07 14:38:51] [NODES] - Adding af-tza node...
INFO [2024-10-07 14:38:52] [NODES] - Adding af-uga node...
INFO [2024-10-07 14:38:52] [NODES] - Adding af-zaf node...
INFO [2024-10-07 14:38:52] [NODES] - Adding af-zmb node...
INFO [2024-10-07 14:38:53] [NODES] - Adding af-zwe node...
INFO [2024-10-07 14:38:53] [NODES] - Adding as-afg node...
INFO [2024-10-07 14:38:54] [NODES] - Adding as-are node...
INFO [2024-10-07 14:38:54] [NODES] - Adding as-bgd node...
INFO [2024-10-07 14:38:54] [NODES] - Adding as-bhr node...
INFO [2024-10-07 14:38:55] [NODES] - Adding as-brn node...
INFO [2024-10-07 14:38:55] [NODES] - Adding as-btn node...
INFO [2024-10-07 14:38:56] [NODES] - Adding as-chn-an node...
INFO [2024-10-07 14:38:57] [NODES] - Adding as-chn-be node...
INFO [2024-10-07 14:38:58] [NODES] - Adding as-chn-ch node...
INFO [2024-10-07 14:38:59] [NODES] - Adding as-chn-em node...
INFO [2024-10-07 14:39:00] [NODES] - Adding as-chn-fu node...
INFO [2024-10-07 14:39:01] [NODES] - Adding as-chn-ga node...
INFO [2024-10-07 14:39:01] [NODES] - Adding as-chn-gd node...
INFO [2024-10-07 14:39:02] [NODES] - Adding as-chn-gu node...
INFO [2024-10-07 14:39:03] [NODES] - Adding as-chn-gx node...
INFO [2024-10-07 14:39:03] [NODES] - Adding as-chn-ha node...
INFO [2024-10-07 14:39:04] [NODES] - Adding as-chn-hb node...
INFO [2024-10-07 14:39:05] [NODES] - Adding as-chn-he node...
INFO [2024-10-07 14:39:05] [NODES] - Adding as-chn-hj node...
INFO [2024-10-07 14:39:06] [NODES] - Adding as-chn-hk node...
INFO [2024-10-07 14:39:06] [NODES] - Adding as-chn-hn node...
INFO [2024-10-07 14:39:07] [NODES] - Adding as-chn-hu node...
INFO [2024-10-07 14:39:08] [NODES] - Adding as-chn-ji node...
INFO [2024-10-07 14:39:08] [NODES] - Adding as-chn-js node...
INFO [2024-10-07 14:39:09] [NODES] - Adding as-chn-jx node...
INFO [2024-10-07 14:39:10] [NODES] - Adding as-chn-li node...
INFO [2024-10-07 14:39:10] [NODES] - Adding as-chn-ma node...
